Page #,Page Name,URL,Page Type,Parent Page,Template,Content Source,Tier / Priority,Primary CTA,Secondary CTA,Section #,Section Name,Section Purpose / Intent,Internal Links From This Section,Notes
1,Homepage,/,Static,—,Custom build,Manual + dynamic collections,Tier 1,Shop best-sellers / Add to Cart,Shop by Occasion | Find My Scent (assist) | WhatsApp,1.11,Guides Teaser,Seeds the organic/AI-search engine (launch scope) and assists undecided buyers.,/blogs/guides | /blogs/guides/[article-slug] x3,Guides at LAUNCH (your call). Feeds Goal 4.
1,Homepage,/,Static,—,Custom build,Manual + dynamic collections,Tier 1,Shop best-sellers / Add to Cart,Shop by Occasion | Find My Scent (assist) | WhatsApp,1.12,Reviews / Social Proof,Provides credibility for cold paid traffic using only verifiable reviews.,/pages/reviews,Real reviews only (R-2); AggregateRating schema.
1,Homepage,/,Static,—,Custom build,Manual + dynamic collections,Tier 1,Shop best-sellers / Add to Cart,Shop by Occasion | Find My Scent (assist) | WhatsApp,1.13,Email + WhatsApp Capture,Converts non-buyers into owned audience (10% first order) — top of the retention funnel.,—,Klaviyo + WhatsApp opt-in. 10% offer must be honoured. Referral is phase-2.
1,Homepage,/,Static,—,Custom build,Manual + dynamic collections,Tier 1,Shop best-sellers / Add to Cart,Shop by Occasion | Find My Scent (assist) | WhatsApp,1.14,Footer (4-column),"Sitewide navigation, help, trust and the visible email — one of the 4+ trust/contact surfaces.",Shop+Discover+Help+Company columns | info@thefragrancesecrets.com,Locked 4-column footer; visible email present.
2,Shop (All Products),/collections/all,Dynamic Index,/,Catalogue Index Template,Shopify all-products collection,Tier 1,Add to Cart,Filter & Sort | Find My Scent (assist),2.1,Header + Breadcrumb,Persistent nav + breadcrumb anchoring the shopper in the brand-led catalogue.,/ | /pages/brands,—
2,Shop (All Products),/collections/all,Dynamic Index,/,Catalogue Index Template,Shopify all-products collection,Tier 1,Add to Cart,Filter & Sort | Find My Scent (assist),2.2,Filter & Sort Bar,"Lets buyers narrow by brand, category, scent-family, occasion, price — the confirmed secondary axes in ranked order.",?filter.* query states,"Filter state via query strings, not separate URLs (canonical to clean collection)."
2,Shop (All Products),/collections/all,Dynamic Index,/,Catalogue Index Template,Shopify all-products collection,Tier 1,Add to Cart,Filter & Sort | Find My Scent (assist),2.3,Product Grid,The core catalogue surface; each card shows brand + price for fast scanning by the ready buyer.,/products/[product-slug] xN,Pagination ?page=N (not infinite scroll).
2,Shop (All Products),/collections/all,Dynamic Index,/,Catalogue Index Template,Shopify all-products collection,Tier 1,Add to Cart,Filter & Sort | Find My Scent (assist),2.4,Find My Scent Assist,Secondary rescue for shoppers overwhelmed by 218 SKUs.,/pages/find-my-scent,"Secondary, subordinate to the grid."
2,Shop (All Products),/collections/all,Dynamic Index,/,Catalogue Index Template,Shopify all-products collection,Tier 1,Add to Cart,Filter & Sort | Find My Scent (assist),2.5,Footer (4-column),Standard sitewide footer.,Footer columns,Locked footer.
3,Brand Index,/pages/brands,Static,/,Brand Index Template,Manual + brand metaobjects,Tier 1,Browse a Brand,Find My Scent (assist),3.1,Header + Breadcrumb,Nav + breadcrumb into the brand directory — the primary organising axis.,/ | /collections/all,—
3,Brand Index,/pages/brands,Static,/,Brand Index Template,Manual + brand metaobjects,Tier 1,Browse a Brand,Find My Scent (assist),3.2,Our Brands (Elevated),"Promotes the in-house lines ABOVE the resale A-Z for margin focus and the R-1 own-brand-vs-resale split (Decision 3, Treatment 2).",/collections/fragrance-secrets | /collections/secret-scents | /collections/paris-collection,Clearly labelled OUR BRAND / original (R-1). Elevated above A-Z.
3,Brand Index,/pages/brands,Static,/,Brand Index Template,Manual + brand metaobjects,Tier 1,Browse a Brand,Find My Scent (assist),3.3,All Brands A-Z,"Exposes the full ~47-house resale taxonomy that captures brand search demand (Lattafa, Armaf, Ahmed Al Maghribi, designer houses).",/collections/[brand-slug] x47,"Designer houses labelled VERIFIED RESALE, never 'official distributor' (R-1, Negative ICP)."
3,Brand Index,/pages/brands,Static,/,Brand Index Template,Manual + brand metaobjects,Tier 1,Browse a Brand,Find My Scent (assist),3.4,Sourcing Promise Link Band,Pre-empts the price-vs-legitimacy doubt at the brand-discovery stage.,/pages/sourcing-promise,Trust surface #2.
3,Brand Index,/pages/brands,Static,/,Brand Index Template,Manual + brand metaobjects,Tier 1,Browse a Brand,Find My Scent (assist),3.5,Footer (4-column),Standard sitewide footer.,Footer columns,Locked footer.
4,Own-Brand Collection,/collections/fragrance-secrets,Dynamic Template,/pages/brands,Own-Brand Collection Template,Shopify collection (own brands: Fragrance Secrets / Secret Scents / Paris Collection),Tier 1,Add to Cart,Find My Scent (assist),4.1,Header + Breadcrumb,Nav + breadcrumb; clearly flags OUR BRAND.,/ | /pages/brands,"Also /collections/secret-scents, /collections/paris-collection."
4,Own-Brand Collection,/collections/fragrance-secrets,Dynamic Template,/pages/brands,Own-Brand Collection Template,Shopify collection (own brands: Fragrance Secrets / Secret Scents / Paris Collection),Tier 1,Add to Cart,Find My Scent (assist),4.2,Own-Brand Story Hero,Makes the in-house line aspirational with a house story + counterfeit-trust framing (My Perfumes playbook); supports margin focus.,/pages/about | /pages/sourcing-promise,"R-1: own-brand original, clearly distinct from resale."
4,Own-Brand Collection,/collections/fragrance-secrets,Dynamic Template,/pages/brands,Own-Brand Collection Template,Shopify collection (own brands: Fragrance Secrets / Secret Scents / Paris Collection),Tier 1,Add to Cart,Find My Scent (assist),4.3,Product Grid,Own-brand products at accessible price points; the highest-margin shelf.,/products/[product-slug] xN,—
4,Own-Brand Collection,/collections/fragrance-secrets,Dynamic Template,/pages/brands,Own-Brand Collection Template,Shopify collection (own brands: Fragrance Secrets / Secret Scents / Paris Collection),Tier 1,Add to Cart,Find My Scent (assist),4.4,Footer (4-column),Standard sitewide footer.,Footer columns,Locked footer.
5,Brand Collection,/collections/[brand-slug],Dynamic Template,/pages/brands,Brand Collection Template,Shopify smart collection by vendor,Tier 1 (SEO infrastructure),Add to Cart,See Sourcing Promise | Filter,5.1,Header + Breadcrumb,Nav + breadcrumb (Home > Brands > [Brand]).,/ | /pages/brands,—
5,Brand Collection,/collections/[brand-slug],Dynamic Template,/pages/brands,Brand Collection Template,Shopify smart collection by vendor,Tier 1 (SEO infrastructure),Add to Cart,See Sourcing Promise | Filter,5.2,Brand Hero / Intro Copy,Keyword-rich brand intro capturing organic search demand for the house name — the primary-axis SEO engine.,/pages/sourcing-promise,SEO copy per brand. Slug: clean to /collections/[brand] unless GSC shows existing organic at baseline — then preserve + self-canonical. 301 map mandatory.
5,Brand Collection,/collections/[brand-slug],Dynamic Template,/pages/brands,Brand Collection Template,Shopify smart collection by vendor,Tier 1 (SEO infrastructure),Add to Cart,See Sourcing Promise | Filter,5.3,Trust + Authenticity Strip,"Resolves 'too cheap = fake' exactly where it fires, on the resale brand page (A4).",/pages/sourcing-promise | /pages/reviews,Trust surface #3. Transparent wording (R-1).
5,Brand Collection,/collections/[brand-slug],Dynamic Template,/pages/brands,Brand Collection Template,Shopify smart collection by vendor,Tier 1 (SEO infrastructure),Add to Cart,See Sourcing Promise | Filter,5.4,Filter & Sort,Narrow within the house by category/family/price.,?filter.* query states,Secondary axes in ranked order.
5,Brand Collection,/collections/[brand-slug],Dynamic Template,/pages/brands,Brand Collection Template,Shopify smart collection by vendor,Tier 1 (SEO infrastructure),Add to Cart,See Sourcing Promise | Filter,5.5,Product Grid,Brand's products with category + price on cards.,/products/[product-slug] xN,Pagination ?page=N.
5,Brand Collection,/collections/[brand-slug],Dynamic Template,/pages/brands,Brand Collection Template,Shopify smart collection by vendor,Tier 1 (SEO infrastructure),Add to Cart,See Sourcing Promise | Filter,5.6,Related Houses,Lateral discovery to sibling brands.,/collections/[brand-slug] x4-6,Algorithmic: same tier/family.
5,Brand Collection,/collections/[brand-slug],Dynamic Template,/pages/brands,Brand Collection Template,Shopify smart collection by vendor,Tier 1 (SEO infrastructure),Add to Cart,See Sourcing Promise | Filter,5.7,Footer (4-column),Standard sitewide footer.,Footer columns,Locked footer.
6,Category Collection,/collections/[category-slug],Dynamic Template,/collections/all,Category Collection Template,Shopify collection (Men's/Women's/Unisex/Kids),Tier 2,Add to Cart,Filter | Find My Scent (assist),6.1,Header + Breadcrumb,Nav + breadcrumb into the category — secondary axis #1.,/ | /collections/all,"Categories: mens-collection, womens-collection, unisex-collection, kids-perfume."
6,Category Collection,/collections/[category-slug],Dynamic Template,/collections/all,Category Collection Template,Shopify collection (Men's/Women's/Unisex/Kids),Tier 2,Add to Cart,Filter | Find My Scent (assist),6.2,Category Intro,Short SEO intro framing the category for organic + AI search.,—,Goal 4.
6,Category Collection,/collections/[category-slug],Dynamic Template,/collections/all,Category Collection Template,Shopify collection (Men's/Women's/Unisex/Kids),Tier 2,Add to Cart,Filter | Find My Scent (assist),6.3,Filter & Sort,Narrow within category by brand/family/price.,?filter.* query states,—
6,Category Collection,/collections/[category-slug],Dynamic Template,/collections/all,Category Collection Template,Shopify collection (Men's/Women's/Unisex/Kids),Tier 2,Add to Cart,Filter | Find My Scent (assist),6.4,Product Grid,Category products.,/products/[product-slug] xN,Pagination ?page=N.
6,Category Collection,/collections/[category-slug],Dynamic Template,/collections/all,Category Collection Template,Shopify collection (Men's/Women's/Unisex/Kids),Tier 2,Add to Cart,Filter | Find My Scent (assist),6.5,Cross-Category Discovery,Lateral links to adjacent categories / occasion lanes.,/collections/[category-slug] x3 | /pages/occasions-gifts,—
6,Category Collection,/collections/[category-slug],Dynamic Template,/collections/all,Category Collection Template,Shopify collection (Men's/Women's/Unisex/Kids),Tier 2,Add to Cart,Filter | Find My Scent (assist),6.6,Footer (4-column),Standard sitewide footer.,Footer columns,Locked footer.
7,Scent-Family Collection,/collections/[family-slug],Dynamic Template,/collections/all,Scent-Family Collection Template,Shopify smart collection by scent-family metafield,Tier 2 (SEO infrastructure),Add to Cart,Filter | Find My Scent (assist),7.1,Header + Breadcrumb,Nav + breadcrumb (Home > Shop > [Family]) — secondary axis #2.,/ | /collections/all,"Families: oud, attar, oriental, floral, fresh, woody."
7,Scent-Family Collection,/collections/[family-slug],Dynamic Template,/collections/all,Scent-Family Collection Template,Shopify smart collection by scent-family metafield,Tier 2 (SEO infrastructure),Add to Cart,Filter | Find My Scent (assist),7.2,Family Intro,Short intro for the family (e.g. oud for UAE heat) — feeds AI-citation SEO and links to a matching guide.,/blogs/guides/[article-slug],Goal 4; links to matching guide (Guides at launch).
7,Scent-Family Collection,/collections/[family-slug],Dynamic Template,/collections/all,Scent-Family Collection Template,Shopify smart collection by scent-family metafield,Tier 2 (SEO infrastructure),Add to Cart,Filter | Find My Scent (assist),7.3,Filter & Sort,Narrow within family.,?filter.* query states,—
7,Scent-Family Collection,/collections/[family-slug],Dynamic Template,/collections/all,Scent-Family Collection Template,Shopify smart collection by scent-family metafield,Tier 2 (SEO infrastructure),Add to Cart,Filter | Find My Scent (assist),7.4,Product Grid,Family products.,/products/[product-slug] xN,Pagination ?page=N.
7,Scent-Family Collection,/collections/[family-slug],Dynamic Template,/collections/all,Scent-Family Collection Template,Shopify smart collection by scent-family metafield,Tier 2 (SEO infrastructure),Add to Cart,Filter | Find My Scent (assist),7.5,Footer (4-column),Standard sitewide footer.,Footer columns,Locked footer.
8,Product Detail Page (PDP),/products/[product-slug],Dynamic Template,/collections/[brand-slug],PDP Template,Shopify product + fragrance metafields,Tier 1,Add to Cart / Buy Now (COD + Tabby/Tamara + wallet),WhatsApp | See Sourcing Promise | Find My Scent (assist),8.1,Header + Breadcrumb,Nav + breadcrumb (Home > Brand > Product).,/ | /collections/[brand-slug],—
8,Product Detail Page (PDP),/products/[product-slug],Dynamic Template,/collections/[brand-slug],PDP Template,Shopify product + fragrance metafields,Tier 1,Add to Cart / Buy Now (COD + Tabby/Tamara + wallet),WhatsApp | See Sourcing Promise | Find My Scent (assist),8.2,Gallery,Real product imagery to build confidence in a blind-buy category.,—,Real product shots only — no stock/AI placeholders.
8,Product Detail Page (PDP),/products/[product-slug],Dynamic Template,/collections/[brand-slug],PDP Template,Shopify product + fragrance metafields,Tier 1,Add to Cart / Buy Now (COD + Tabby/Tamara + wallet),WhatsApp | See Sourcing Promise | Find My Scent (assist),8.3,Buy Box,"The core conversion block (buy-led primary): price, size, express buy, payment badges visible HERE not just at checkout.",/cart | /checkout,COD + Tabby + Tamara + Apple/Google Pay badges on PDP. Express 'Buy Now'.
8,Product Detail Page (PDP),/products/[product-slug],Dynamic Template,/collections/[brand-slug],PDP Template,Shopify product + fragrance metafields,Tier 1,Add to Cart / Buy Now (COD + Tabby/Tamara + wallet),WhatsApp | See Sourcing Promise | Find My Scent (assist),8.4,Scent Detail (Notes/Longevity/Sillage),Answers the core scent-selection question and de-risks the blind buy — locked PDP standard.,—,Top/heart/base notes + longevity + sillage + concentration on EVERY PDP.
8,Product Detail Page (PDP),/products/[product-slug],Dynamic Template,/collections/[brand-slug],PDP Template,Shopify product + fragrance metafields,Tier 1,Add to Cart / Buy Now (COD + Tabby/Tamara + wallet),WhatsApp | See Sourcing Promise | Find My Scent (assist),8.5,Trust + Authenticity Strip,Neutralises 'is this genuine?' at the decision point (A4).,/pages/sourcing-promise,Trust surface #4 (every resale PDP). Transparent wording (R-1).
8,Product Detail Page (PDP),/products/[product-slug],Dynamic Template,/collections/[brand-slug],PDP Template,Shopify product + fragrance metafields,Tier 1,Add to Cart / Buy Now (COD + Tabby/Tamara + wallet),WhatsApp | See Sourcing Promise | Find My Scent (assist),8.6,Reviews,Verifiable social proof at the decision point.,/pages/reviews,Real reviews only (R-2); Review/AggregateRating schema.
8,Product Detail Page (PDP),/products/[product-slug],Dynamic Template,/collections/[brand-slug],PDP Template,Shopify product + fragrance metafields,Tier 1,Add to Cart / Buy Now (COD + Tabby/Tamara + wallet),WhatsApp | See Sourcing Promise | Find My Scent (assist),8.7,Complete the Set / You May Also Like,Lateral discovery + bundle merchandising to raise units-per-order (AOV).,/products/[product-slug] x6-10 | /collections/gift-sets,Hybrid editorial + algorithmic (same brand/family).
8,Product Detail Page (PDP),/products/[product-slug],Dynamic Template,/collections/[brand-slug],PDP Template,Shopify product + fragrance metafields,Tier 1,Add to Cart / Buy Now (COD + Tabby/Tamara + wallet),WhatsApp | See Sourcing Promise | Find My Scent (assist),8.8,Find My Scent Assist,Secondary rescue for the shopper unsure this is the one.,/pages/find-my-scent,Secondary placement.
8,Product Detail Page (PDP),/products/[product-slug],Dynamic Template,/collections/[brand-slug],PDP Template,Shopify product + fragrance metafields,Tier 1,Add to Cart / Buy Now (COD + Tabby/Tamara + wallet),WhatsApp | See Sourcing Promise | Find My Scent (assist),8.9,Custom Mixing Note (Phase 2),"On perfume-oil PDPs, a placeholder/teaser for oil-to-spray mixing; activates in phase 2 when ops confirmed.",/pages/custom-mixing,PHASE 2 + R-3 gated. Show only on oil PDPs when live.
8,Product Detail Page (PDP),/products/[product-slug],Dynamic Template,/collections/[brand-slug],PDP Template,Shopify product + fragrance metafields,Tier 1,Add to Cart / Buy Now (COD + Tabby/Tamara + wallet),WhatsApp | See Sourcing Promise | Find My Scent (assist),8.10,WhatsApp Concierge,Assisted-sale channel for the support-led buyer.,WhatsApp click-to-chat,Stated hours; off-hours deflect to quiz/FAQ.
8,Product Detail Page (PDP),/products/[product-slug],Dynamic Template,/collections/[brand-slug],PDP Template,Shopify product + fragrance metafields,Tier 1,Add to Cart / Buy Now (COD + Tabby/Tamara + wallet),WhatsApp | See Sourcing Promise | Find My Scent (assist),8.11,Footer (4-column),Standard sitewide footer.,Footer columns,Locked footer.
9,Occasions & Gifts Hub,/pages/occasions-gifts,Static,/,Hub Template,Manual + occasion collections,Tier 1,Shop an Occasion,Build a Gift Set | Discovery Kits,9.1,Header + Breadcrumb,Nav + breadcrumb into the gifting world.,/,—
9,Occasions & Gifts Hub,/pages/occasions-gifts,Static,/,Hub Template,Manual + occasion collections,Tier 1,Shop an Occasion,Build a Gift Set | Discovery Kits,9.2,Occasion Tiles,"Routes the Gifter to the right moment (Eid, wedding, date night, gifts for him/her) — Tier-1 gifting anchor.",/collections/eid | /collections/wedding | /collections/date-night | /collections/gifts-for-him | /collections/gifts-for-her,Seasonal ordering by calendar.
9,Occasions & Gifts Hub,/pages/occasions-gifts,Static,/,Hub Template,Manual + occasion collections,Tier 1,Shop an Occasion,Build a Gift Set | Discovery Kits,9.3,Gift Sets Feature,Promotes higher-AOV curated sets.,/collections/gift-sets,AOV (Goal 2).
9,Occasions & Gifts Hub,/pages/occasions-gifts,Static,/,Hub Template,Manual + occasion collections,Tier 1,Shop an Occasion,Build a Gift Set | Discovery Kits,9.4,Discovery Kits Feature,Low-commitment gifting + trial path.,/collections/discovery-kits,Kit credit toward full-size.
9,Occasions & Gifts Hub,/pages/occasions-gifts,Static,/,Hub Template,Manual + occasion collections,Tier 1,Shop an Occasion,Build a Gift Set | Discovery Kits,9.5,Delivery Promise Band,Removes gifting delivery-timing anxiety with explicit cutoffs.,/policies/shipping-policy,Explicit next-day/cutoff messaging.
9,Occasions & Gifts Hub,/pages/occasions-gifts,Static,/,Hub Template,Manual + occasion collections,Tier 1,Shop an Occasion,Build a Gift Set | Discovery Kits,9.6,Footer (4-column),Standard sitewide footer.,Footer columns,Locked footer.
10,Occasion Landing,/collections/[occasion-slug],Dynamic Template,/pages/occasions-gifts,Occasion Collection Template,Shopify smart collection by occasion tag,Tier 2,Add to Cart,Build a Gift Set,10.1,Header + Breadcrumb,Nav + breadcrumb (Home > Occasions > [Occasion]).,/ | /pages/occasions-gifts,"eid, wedding, date-night, gifts-for-him, gifts-for-her."
10,Occasion Landing,/collections/[occasion-slug],Dynamic Template,/pages/occasions-gifts,Occasion Collection Template,Shopify smart collection by occasion tag,Tier 2,Add to Cart,Build a Gift Set,10.2,Occasion Hero,Emotionally frames the occasion and the delivery promise.,/policies/shipping-policy,Delivery cutoff messaging.
10,Occasion Landing,/collections/[occasion-slug],Dynamic Template,/pages/occasions-gifts,Occasion Collection Template,Shopify smart collection by occasion tag,Tier 2,Add to Cart,Build a Gift Set,10.3,Curated Product Grid,"Occasion-appropriate products, curated not catalogue-dumped (beats reseller mega-menus).",/products/[product-slug] xN | /collections/gift-sets,Editorial curation + algorithmic fallback.
10,Occasion Landing,/collections/[occasion-slug],Dynamic Template,/pages/occasions-gifts,Occasion Collection Template,Shopify smart collection by occasion tag,Tier 2,Add to Cart,Build a Gift Set,10.4,Other Occasions,Lateral discovery to sibling occasions.,/collections/[occasion-slug] x3,—
10,Occasion Landing,/collections/[occasion-slug],Dynamic Template,/pages/occasions-gifts,Occasion Collection Template,Shopify smart collection by occasion tag,Tier 2,Add to Cart,Build a Gift Set,10.5,Footer (4-column),Standard sitewide footer.,Footer columns,Locked footer.
11,Gift Sets,/collections/gift-sets,Dynamic Template,/pages/occasions-gifts,Bundle Collection Template,Shopify Bundles + manual sets,Tier 2,Add Gift Set to Cart,Discovery Kits,11.1,Header + Breadcrumb,Nav + breadcrumb.,/ | /pages/occasions-gifts,—
11,Gift Sets,/collections/gift-sets,Dynamic Template,/pages/occasions-gifts,Bundle Collection Template,Shopify Bundles + manual sets,Tier 2,Add Gift Set to Cart,Discovery Kits,11.2,Gift Set Grid,"Curated higher-AOV sets (oud trios, oud+vanilla pairings).",/products/[product-slug] xN,Bundle app; AOV (Goal 2).
11,Gift Sets,/collections/gift-sets,Dynamic Template,/pages/occasions-gifts,Bundle Collection Template,Shopify Bundles + manual sets,Tier 2,Add Gift Set to Cart,Discovery Kits,11.3,Premium Packaging Band,Signals gift-worthiness to the Gifter.,—,Real packaging photos only.
11,Gift Sets,/collections/gift-sets,Dynamic Template,/pages/occasions-gifts,Bundle Collection Template,Shopify Bundles + manual sets,Tier 2,Add Gift Set to Cart,Discovery Kits,11.4,Footer (4-column),Standard sitewide footer.,Footer columns,Locked footer.
12,Discovery Kits,/collections/discovery-kits,Dynamic Template,/pages/occasions-gifts,Bundle Collection Template,Shopify Bundles + manual kits,Tier 2,Buy a Discovery Kit,Upgrade to Full Size,12.1,Header + Breadcrumb,Nav + breadcrumb.,/ | /pages/occasions-gifts,—
12,Discovery Kits,/collections/discovery-kits,Dynamic Template,/pages/occasions-gifts,Bundle Collection Template,Shopify Bundles + manual kits,Tier 2,Buy a Discovery Kit,Upgrade to Full Size,12.2,Kit Grid,Low-commitment trial sets that convert first-time price-sensitive buyers.,/products/[product-slug] xN,—
12,Discovery Kits,/collections/discovery-kits,Dynamic Template,/pages/occasions-gifts,Bundle Collection Template,Shopify Bundles + manual kits,Tier 2,Buy a Discovery Kit,Upgrade to Full Size,12.3,Credit-Toward-Full-Size Band,Removes the 'dead-end' feel by giving kit buyers credit toward full bottles.,/collections/all,Upsell mechanic.
12,Discovery Kits,/collections/discovery-kits,Dynamic Template,/pages/occasions-gifts,Bundle Collection Template,Shopify Bundles + manual kits,Tier 2,Buy a Discovery Kit,Upgrade to Full Size,12.4,Footer (4-column),Standard sitewide footer.,Footer columns,Locked footer.
13,Find My Scent (Quiz),/pages/find-my-scent,Static,/,Quiz Template (app-embedded),Quiz app (Octane AI recommended) + product catalogue,Tier 2 (secondary),Take the 60-second quiz,Shop best-sellers | WhatsApp,13.1,Header,Persistent nav.,/,"Secondary intent: assist/rescue, not a Tier-1 anchor."
13,Find My Scent (Quiz),/pages/find-my-scent,Static,/,Quiz Template (app-embedded),Quiz app (Octane AI recommended) + product catalogue,Tier 2 (secondary),Take the 60-second quiz,Shop best-sellers | WhatsApp,13.2,Quiz Intro Hero,Frames the 60-second promise to remove blind-buy anxiety.,—,"'60-second', <=6 questions."
13,Find My Scent (Quiz),/pages/find-my-scent,Static,/,Quiz Template (app-embedded),Quiz app (Octane AI recommended) + product catalogue,Tier 2 (secondary),Take the 60-second quiz,Shop best-sellers | WhatsApp,13.3,Quiz Flow,"Sequential questions (gender, family, occasion, intensity, budget) capturing intent.",—,Captures email + scent-profile tags -> Klaviyo.
13,Find My Scent (Quiz),/pages/find-my-scent,Static,/,Quiz Template (app-embedded),Quiz app (Octane AI recommended) + product catalogue,Tier 2 (secondary),Take the 60-second quiz,Shop best-sellers | WhatsApp,13.4,Results -> Products,"Delivers 2-3 matched products immediately, turning intent into add-to-cart.",/products/[product-slug] x2-3 | /pages/find-my-scent/results,Results page canonical to /pages/find-my-scent.
13,Find My Scent (Quiz),/pages/find-my-scent,Static,/,Quiz Template (app-embedded),Quiz app (Octane AI recommended) + product catalogue,Tier 2 (secondary),Take the 60-second quiz,Shop best-sellers | WhatsApp,13.5,Footer (4-column),Standard sitewide footer.,Footer columns,Locked footer.
14,Quiz Results,/pages/find-my-scent/results?profile=[id],Dynamic,/pages/find-my-scent,Quiz Results Template,Quiz app output,Tier 2 (secondary),Add to Cart (matched product),Retake quiz,14.1,Matched Scent Profile,Reflects the shopper's profile back to build confidence in the recommendation.,—,Canonical -> /pages/find-my-scent (no index of query states).
14,Quiz Results,/pages/find-my-scent/results?profile=[id],Dynamic,/pages/find-my-scent,Quiz Results Template,Quiz app output,Tier 2 (secondary),Add to Cart (matched product),Retake quiz,14.2,Recommended Products,2-3 ranked matches with scent detail and buy box.,/products/[product-slug] x2-3,—
14,Quiz Results,/pages/find-my-scent/results?profile=[id],Dynamic,/pages/find-my-scent,Quiz Results Template,Quiz app output,Tier 2 (secondary),Add to Cart (matched product),Retake quiz,14.3,Save / Email My Results,Captures the lead and gives a reason to return.,—,Klaviyo flow trigger.
14,Quiz Results,/pages/find-my-scent/results?profile=[id],Dynamic,/pages/find-my-scent,Quiz Results Template,Quiz app output,Tier 2 (secondary),Add to Cart (matched product),Retake quiz,14.4,Footer (4-column),Standard sitewide footer.,Footer columns,Locked footer.
